f,k0,x,y,Re_U,Im_U
400,7.3919827143289254,-1,0,593621814.70718312,65.038260851986706
400,7.3919827143289254,-1,0.020000000000000021,539288841.10640514,67.343030520481989
400,7.3919827143289254,-1,0.040000000000000042,397225861.79310954,74.79716140544042
400,7.3919827143289254,-1,0.060000000000000109,182097174.65041828,86.950200674007647
400,7.3919827143289254,-1,0.080000000000000182,-61721058.31970568,103.9761418167036
400,7.3919827143289254,-1,0.1000000000000002,-295070199.93902951,125.27418239298277
400,7.3919827143289254,-1,0.1200000000000002,-480411291.30116087,151.05927655240521
400,7.3919827143289254,-1,0.14000000000000026,-577328205.78742456,180.66286463604774
400,7.3919827143289254,-1,0.16000000000000031,-580788172.43806958,214.12600761430804
400,7.3919827143289254,-1,0.1800000000000003,-477144614.76168007,250.70650743506849
400,7.3919827143289254,-1,0.20000000000000029,-296853549.77264863,290.38402396027232
400,7.3919827143289254,-1,0.22000000000000036,-61688084.85286352,332.32923847413622
400,7.3919827143289254,-1,0.24000000000000041,183300124.11374971,376.47503267496359
400,7.3919827143289254,-1,0.26000000000000045,394782939.79089832,421.95548912789673
400,7.3919827143289254,-1,0.28000000000000053,542493023.26804268,468.6422305701999
400,7.3919827143289254,-1,0.30000000000000049,590072280.55654323,515.68335633772949
400,7.3919827143289254,-1,0.32000000000000051,542512721.09634233,562.88676167279482
400,7.3919827143289254,-1,0.34000000000000041,394774584.58250642,609.41927344119176
400,7.3919827143289254,-1,0.36000000000000038,183421720.51816341,655.08086650492623
400,7.3919827143289254,-1,0.38000000000000039,-61628935.869759083,699.05760080600157
400,7.3919827143289254,-1,0.40000000000000041,-296777802.80205637,741.16806189686758
400,7.3919827143289254,-1,0.42000000000000037,-477418402.57889479,780.6674915375188
400,7.3919827143289254,-1,0.44000000000000028,-580796223.07905078,817.40529772732407
400,7.3919827143289254,-1,0.46000000000000024,-577253659.23064029,850.70770506726694
400,7.3919827143289254,-1,0.4800000000000002,-480264679.74653292,880.47439025866333
400,7.3919827143289254,-1,0.50000000000000022,-294948729.06361723,906.11895845131949
400,7.3919827143289254,-1,0.52000000000000013,-62221334.678242832,927.60426265094429
400,7.3919827143289254,-1,0.54000000000000004,182246925.63100344,944.45727502461523
400,7.3919827143289254,-1,0.56000000000000005,397422517.89144164,956.69301474932581
400,7.3919827143289254,-1,0.58000000000000007,539188191.53543794,964.03618113219272
400,7.3919827143289254,-1,0.59999999999999998,593506484.06385767,966.63519142195582
500,9.239978392911155,-1,0,266579146.71819431,270.73668986186385
500,9.239978392911155,-1,0.020000000000000021,242183163.38811773,271.85911611584015
500,9.239978392911155,-1,0.040000000000000042,178376592.19656491,275.98770175967366
500,9.239978392911155,-1,0.060000000000000109,81784794.627939224,282.5816504699178
500,9.239978392911155,-1,0.080000000000000182,-27726673.346037727,291.97408477799036
500,9.239978392911155,-1,0.1000000000000002,-132515565.21046153,303.50830657687038
500,9.239978392911155,-1,0.1200000000000002,-215717848.82503617,317.66399470088072
500,9.239978392911155,-1,0.14000000000000026,-259272881.38225392,333.76556790317409
500,9.239978392911155,-1,0.16000000000000031,-260793390.34516764,352.1302356524393
500,9.239978392911155,-1,0.1800000000000003,-214288566.02644348,372.04971832036972
500,9.239978392911155,-1,0.20000000000000029,-133298481.53489637,393.82023952389136
500,9.239978392911155,-1,0.22000000000000036,-27704217.760402355,416.6700239876518
500,9.239978392911155,-1,0.24000000000000041,82313060.176141039,440.88107638421934
500,9.239978392911155,-1,0.26000000000000045,177297322.83848235,465.66939835064113
500,9.239978392911155,-1,0.28000000000000053,243596401.51586896,491.2686843808624
500,9.239978392911155,-1,0.30000000000000049,265000074.78563562,516.93156938062748
500,9.239978392911155,-1,0.32000000000000051,243606046.45883757,542.82182847266085
500,9.239978392911155,-1,0.34000000000000041,177293528.10097417,568.220196044771
500,9.239978392911155,-1,0.36000000000000038,82364387.686317936,593.27514476061333
500,9.239978392911155,-1,0.38000000000000039,-27678989.784019485,617.2782748216996
500,9.239978392911155,-1,0.40000000000000041,-133265810.44249186,640.38329327001702
500,9.239978392911155,-1,0.42000000000000037,-214406155.21716431,661.94256054097787
500,9.239978392911155,-1,0.44000000000000028,-260795990.91242903,682.11203433852643
500,9.239978392911155,-1,0.46000000000000024,-259240919.00747949,700.29188037314452
500,9.239978392911155,-1,0.4800000000000002,-215656232.71685517,716.65227381582372
500,9.239978392911155,-1,0.50000000000000022,-132461653.24207352,730.64799052523449
500,9.239978392911155,-1,0.52000000000000013,-27933513.426460855,742.46894097770564
500,9.239978392911155,-1,0.54000000000000004,81845637.205992028,751.65000089391833
500,9.239978392911155,-1,0.56000000000000005,178458498.74337149,758.37229323247448
500,9.239978392911155,-1,0.58000000000000007,242139124.30031273,762.36018742132001
500,9.239978392911155,-1,0.59999999999999998,266530122.6592555,763.89049476431683
600,11.087974071493388,-1,0,95416766.786387146,272.02443673985545
600,11.087974071493388,-1,0.020000000000000021,86688335.321936965,268.53924211906269
600,11.087974071493388,-1,0.040000000000000042,63843762.494019113,260.4710895344615
600,11.087974071493388,-1,0.060000000000000109,29278400.851357397,246.16533467991394
600,11.087974071493388,-1,0.080000000000000182,-9928578.7069824338,228.27870131627424
600,11.087974071493388,-1,0.1000000000000002,-47436032.522329055,206.03641936299391
600,11.087974071493388,-1,0.1200000000000002,-77202892.115445405,181.87244263547473
600,11.087974071493388,-1,0.14000000000000026,-92808792.76873596,156.14982469478855
600,11.087974071493388,-1,0.16000000000000031,-93336381.456610054,130.80819250145578
600,11.087974071493388,-1,0.1800000000000003,-76709631.699645087,106.9929442028515
600,11.087974071493388,-1,0.20000000000000029,-47707327.650287457,85.907680354081094
600,11.087974071493388,-1,0.22000000000000036,-9917377.1677556969,69.268788311048411
600,11.087974071493388,-1,0.24000000000000041,29461433.943065681,57.339060075450107
600,11.087974071493388,-1,0.26000000000000045,63466519.362156793,52.034287920338102
600,11.087974071493388,-1,0.28000000000000053,87180911.527564362,52.761026720138034
600,11.087974071493388,-1,0.30000000000000049,94860443.593152806,61.193774297507389
600,11.087974071493388,-1,0.32000000000000051,87184731.33980909,75.926025129505433
600,11.087974071493388,-1,0.34000000000000041,63465205.031950668,98.117303663748316
600,11.087974071493388,-1,0.36000000000000038,29478440.116332807,125.84263841039501
600,11.087974071493388,-1,0.38000000000000039,-9908841.7892743405,159.38837700558361
600,11.087974071493388,-1,0.40000000000000041,-47696144.013299793,196.72604982508346
600,11.087974071493388,-1,0.42000000000000037,-76749097.68507354,237.22061206446961
600,11.087974071493388,-1,0.44000000000000028,-93336709.468804419,279.12523692054674
600,11.087974071493388,-1,0.46000000000000024,-92797821.194653928,320.82868206243438
600,11.087974071493388,-1,0.4800000000000002,-77182463.55937922,361.20734803704545
600,11.087974071493388,-1,0.50000000000000022,-47416837.973989367,397.9253472891869
600,11.087974071493388,-1,0.52000000000000013,-9994467.0199879613,430.7494975203881
600,11.087974071493388,-1,0.54000000000000004,29297506.341609139,456.93934455694398
600,11.087974071493388,-1,0.56000000000000005,63870540.026243411,477.24209151510149
600,11.087974071493388,-1,0.58000000000000007,86673337.122837171,488.90528851670388
600,11.087974071493388,-1,0.59999999999999998,95400640.884496033,493.71952252974734
700,12.935969750075618,-1,0,26090703.904269502,112.86252234119456
700,12.935969750075618,-1,0.020000000000000021,23706143.163377799,112.19630445432267
700,12.935969750075618,-1,0.040000000000000042,17456631.696621232,111.13334803312318
700,12.935969750075618,-1,0.060000000000000109,8007846.4631849173,108.92729796571075
700,12.935969750075618,-1,0.080000000000000182,-2716427.4143857942,106.41618660049426
700,12.935969750075618,-1,0.1000000000000002,-12973060.378508732,103.0564771865611
700,12.935969750075618,-1,0.1200000000000002,-21107610.317325328,99.545514274330344
700,12.935969750075618,-1,0.14000000000000026,-25381062.906197701,95.683017287781695
700,12.935969750075618,-1,0.16000000000000031,-25518962.773314584,91.9143763656175
700,12.935969750075618,-1,0.1800000000000003,-20979405.406788155,88.308325295336545
700,12.935969750075618,-1,0.20000000000000029,-13043720.024184845,85.044789358391427
700,12.935969750075618,-1,0.22000000000000036,-2712235.8729005847,82.43888744963624
700,12.935969750075618,-1,0.24000000000000041,8055793.6561461361,80.381758130424714
700,12.935969750075618,-1,0.26000000000000045,17357253.839400489,79.353235726477578
700,12.935969750075618,-1,0.28000000000000053,23835886.254649173,79.029892262115027
700,12.935969750075618,-1,0.30000000000000049,25942787.268739484,79.927208172896144
700,12.935969750075618,-1,0.32000000000000051,23837040.864745557,81.556928602047265
700,12.935969750075618,-1,0.34000000000000041,17356905.459665209,84.381823623785749
700,12.935969750075618,-1,0.36000000000000038,8059986.4624655591,87.86234954581596
700,12.935969750075618,-1,0.38000000000000039,-2710083.3481055526,92.268491572496714
700,12.935969750075618,-1,0.40000000000000041,-13040867.874150701,97.146399654913694
700,12.935969750075618,-1,0.42000000000000037,-20989313.899431754,102.52298314095242
700,12.935969750075618,-1,0.44000000000000028,-25518893.454533998,108.13197708633379
700,12.935969750075618,-1,0.46000000000000024,-25378250.720272616,113.68773018792126
700,12.935969750075618,-1,0.4800000000000002,-21102588.778977152,119.18456135325687
700,12.935969750075618,-1,0.50000000000000022,-12967918.922755515,124.0562343710917
700,12.935969750075618,-1,0.52000000000000013,-2731818.4009760302,128.59494851197815
700,12.935969750075618,-1,0.54000000000000004,8012093.7368701901,132.02208830664813
700,12.935969750075618,-1,0.56000000000000005,17463074.288543325,134.88915936951526
700,12.935969750075618,-1,0.58000000000000007,23702221.547700275,136.34074421305559
700,12.935969750075618,-1,0.59999999999999998,26086662.813127853,137.19044700707309
800,14.783965428657851,-1,0,5079439.7447641343,18.894482744348352
800,14.783965428657851,-1,0.020000000000000021,4616002.9022194967,18.899027008585108
800,14.783965428657851,-1,0.040000000000000042,3398390.9936386766,19.12110838360968
800,14.783965428657851,-1,0.060000000000000109,1559578.0135998027,19.382485597161576
800,14.783965428657851,-1,0.080000000000000182,-529196.46753720543,19.831722499211537
800,14.783965428657851,-1,0.1000000000000002,-2526289.0762689547,20.305523291041027
800,14.783965428657851,-1,0.1200000000000002,-4108709.4052438121,20.918644432007568
800,14.783965428657851,-1,0.14000000000000026,-4942381.5693245586,21.564858292673307
800,14.783965428657851,-1,0.16000000000000031,-4967492.8100442346,22.288874918598594
800,14.783965428657851,-1,0.1800000000000003,-4085540.0251738685,23.03492357727373
800,14.783965428657851,-1,0.20000000000000029,-2539118.8438374978,23.790255142376736
800,14.783965428657851,-1,0.22000000000000036,-528187.51492783509,24.552072213442443
800,14.783965428657851,-1,0.24000000000000041,1568280.0753226606,25.255708899382626
800,14.783965428657851,-1,0.26000000000000045,3380047.2796650226,25.944912206250592
800,14.783965428657851,-1,0.28000000000000053,4639803.6968704751,26.52654193145645
800,14.783965428657851,-1,0.30000000000000049,5051893.9371879129,27.072215056324751
800,14.783965428657851,-1,0.32000000000000051,4640058.6485548262,27.478250899483101
800,14.783965428657851,-1,0.34000000000000041,3379997.6646359176,27.828263849238283
800,14.783965428657851,-1,0.36000000000000038,1569012.1134220383,28.036862147862848
800,14.783965428657851,-1,0.38000000000000039,-527786.79038008803,28.169908703457622
