f,k0,x,y,Re_U,Im_U
400,7.3919827143289254,-1,0,33652601805653.328,273349622.64453125
400,7.3919827143289254,-1,0.020000000000000021,26743128018545.91,271871912.64198303
400,7.3919827143289254,-1,0.040000000000000042,10398485372117.633,267566377.54240417
400,7.3919827143289254,-1,0.060000000000000109,-10224929290555.912,260396401.20196533
400,7.3919827143289254,-1,0.080000000000000182,-27284408942923.258,250511227.96084595
400,7.3919827143289254,-1,0.1000000000000002,-32997033262456.914,237944875.12426758
400,7.3919827143289254,-1,0.1200000000000002,-27245165854236.004,222910260.78414154
400,7.3919827143289254,-1,0.14000000000000026,-10179805632986.598,205498952.40883255
400,7.3919827143289254,-1,0.16000000000000031,10445743678009.422,185972203.10101318
400,7.3919827143289254,-1,0.1800000000000003,26733527589272.164,164479663.18492126
400,7.3919827143289254,-1,0.20000000000000029,33683947733040.391,141326838.19127655
400,7.3919827143289254,-1,0.22000000000000036,26506702922440.188,116680007.05905151
400,7.3919827143289254,-1,0.24000000000000041,10479150191639.873,90893808.582735062
400,7.3919827143289254,-1,0.26000000000000045,-10125671578659.381,64186159.996505737
400,7.3919827143289254,-1,0.28000000000000053,-27224231793966.078,36904575.242126465
400,7.3919827143289254,-1,0.30000000000000049,-32942341433346.008,9298737.0071716309
400,7.3919827143289254,-1,0.32000000000000051,-27292958263964.969,-18287016.296630859
400,7.3919827143289254,-1,0.34000000000000041,-10202877227559.139,-45585870.222610474
400,7.3919827143289254,-1,0.36000000000000038,10402367816482.334,-72269178.975878894
400,7.3919827143289254,-1,0.38000000000000039,26656676979820.555,-98071770.915084839
400,7.3919827143289254,-1,0.40000000000000041,33695385958492.418,-122686534.53994751
400,7.3919827143289254,-1,0.42000000000000037,26688975754154.055,-145862365.39168549
400,7.3919827143289254,-1,0.44000000000000028,10461550509965.816,-167333977.73059893
400,7.3919827143289254,-1,0.46000000000000024,-10184200240713.758,-186870287.32817078
400,7.3919827143289254,-1,0.4800000000000002,-27241105220537.152,-204258346.74179077
400,7.3919827143289254,-1,0.50000000000000022,-33027649604056.988,-219303573.33752441
400,7.3919827143289254,-1,0.52000000000000013,-27268165451295.766,-231849310.52185059
400,7.3919827143289254,-1,0.54000000000000004,-10221712366545.787,-241747190.88967896
400,7.3919827143289254,-1,0.56000000000000005,10414121235656.219,-248906435.10392761
400,7.3919827143289254,-1,0.58000000000000007,26741856999497.992,-253219665.71488953
400,7.3919827143289254,-1,0.59999999999999998,33648955850636.555,-254667287.86090088
500,9.239978392911155,-1,0,20259526028786.336,204491862.11636353
500,9.239978392911155,-1,0.020000000000000021,16099391296178.064,203385380.04566956
500,9.239978392911155,-1,0.040000000000000042,6260109985250.4102,200255072.55259705
500,9.239978392911155,-1,0.060000000000000109,-6155658536408.125,195013375.9440918
500,9.239978392911155,-1,0.080000000000000182,-16423224258779.773,187817513.45870972
500,9.239978392911155,-1,0.1000000000000002,-19865719733506.703,178637237.27307129
500,9.239978392911155,-1,0.1200000000000002,-16400270491732.402,167690161.15227509
500,9.239978392911155,-1,0.14000000000000026,-6128928604700.5117,154985141.23135376
500,9.239978392911155,-1,0.16000000000000031,6287402223256.4629,140773063.19280243
500,9.239978392911155,-1,0.1800000000000003,16094660058402.062,125110852.11045837
500,9.239978392911155,-1,0.20000000000000029,20277352847194.035,108284544.46509552
500,9.239978392911155,-1,0.22000000000000036,15960355864496.461,90338479.845214844
500,9.239978392911155,-1,0.24000000000000041,6307496635444.8945,71608592.896916389
500,9.239978392911155,-1,0.26000000000000045,-6097095342120.1406,52192714.002105713
500,9.239978392911155,-1,0.28000000000000053,-16388813158030.656,32400038.303344727
500,9.239978392911155,-1,0.30000000000000049,-19833615812172.289,12362294.93296814
500,9.239978392911155,-1,0.32000000000000051,-16428926014242.971,-7626438.4546813965
500,9.239978392911155,-1,0.34000000000000041,-6142535036232.8359,-27412682.775421143
500,9.239978392911155,-1,0.36000000000000038,6261715773900.5771,-46723076.853191644
500,9.239978392911155,-1,0.38000000000000039,16049030193264.311,-65401810.324493408
500,9.239978392911155,-1,0.40000000000000041,20282948349934.93,-83194437.988311768
500,9.239978392911155,-1,0.42000000000000037,16067931101049.742,-99950227.749150276
500,9.239978392911155,-1,0.44000000000000028,6296687849756.3457,-115455068.22145581
500,9.239978392911155,-1,0.46000000000000024,-6131520900521.3721,-129563179.33726501
500,9.239978392911155,-1,0.4800000000000002,-16397529226136.457,-142107223.18108749
500,9.239978392911155,-1,0.50000000000000022,-19883737470205.043,-152962733.87008667
500,9.239978392911155,-1,0.52000000000000013,-16413394184054.457,-162007249.26097107
500,9.239978392911155,-1,0.54000000000000004,-6153699179938.1367,-169145042.46851349
500,9.239978392911155,-1,0.56000000000000005,6269377746053.6211,-174306807.52877808
500,9.239978392911155,-1,0.58000000000000007,16098691850792.818,-177413749.63742828
500,9.239978392911155,-1,0.59999999999999998,20257448018584.922,-178452188.91473389
600,11.087974071493388,-1,0,10767030157207.098,281180043.05426025
600,11.087974071493388,-1,0.020000000000000021,8555883429803.3555,277353345.52279663
600,11.087974071493388,-1,0.040000000000000042,3327027439021.1074,266750556.14859772
600,11.087974071493388,-1,0.060000000000000109,-3271457870006.4053,249108860.52679443
600,11.087974071493388,-1,0.080000000000000182,-8726479009525.6562,225635581.07843018
600,11.087974071493388,-1,0.1000000000000002,-10558334205619.619,196693821.55189514
600,11.087974071493388,-1,0.1200000000000002,-8714749808577.8418,163720967.77489853
600,11.087974071493388,-1,0.14000000000000026,-3257601925169.4087,127585315.23289871
600,11.087974071493388,-1,0.16000000000000031,3340671329255.0098,89746970.430297852
600,11.087974071493388,-1,0.1800000000000003,8553932418576.5518,51441917.972099304
600,11.087974071493388,-1,0.20000000000000029,10775670077537.035,13925280.499519348
600,11.087974071493388,-1,0.22000000000000036,8484004013665.0146,-21419107.608123779
600,11.087974071493388,-1,0.24000000000000041,3351257625580.2788,-53831711.285415649
600,11.087974071493388,-1,0.26000000000000045,-3241280979461.2437,-81847663.227241516
600,11.087974071493388,-1,0.28000000000000053,-8709517094978.2822,-105292894.89024353
600,11.087974071493388,-1,0.30000000000000049,-10541948407729.662,-123046918.7228775
600,11.087974071493388,-1,0.32000000000000051,-8730010080408.1182,-135404966.62350273
600,11.087974071493388,-1,0.34000000000000041,-3264733832938.8857,-141764040.8207016
600,11.087974071493388,-1,0.36000000000000038,3327246396178.8027,-142843908.29353309
600,11.087974071493388,-1,0.38000000000000039,8530092721103.7217,-138639697.64574432
600,11.087974071493388,-1,0.40000000000000041,10777846078969.691,-130153149.00950623
600,11.087974071493388,-1,0.42000000000000037,8539832974950.9639,-117919454.58786249
600,11.087974071493388,-1,0.44000000000000028,3345507360927.0073,-103058227.39647269
600,11.087974071493388,-1,0.46000000000000024,-3258884740323.1919,-86548257.452278137
600,11.087974071493388,-1,0.4800000000000002,-8713035341860.7188,-69395756.251102448
600,11.087974071493388,-1,0.50000000000000022,-10567560282974.535,-52843659.559631348
600,11.087974071493388,-1,0.52000000000000013,-8721141156070.1689,-37598649.267120361
600,11.087974071493388,-1,0.54000000000000004,-3270312246890.1304,-24926961.388156891
600,11.087974071493388,-1,0.56000000000000005,3331951096218.5049,-15096001.239929199
600,11.087974071493388,-1,0.58000000000000007,8555649985346.0098,-9208793.4215545654
600,11.087974071493388,-1,0.59999999999999998,10766097462115.299,-6966046.8720092773
700,12.935969750075618,-1,0,5009761798772.6934,137849368.22108459
700,12.935969750075618,-1,0.020000000000000021,3980864649473.3081,136033255.24185181
700,12.935969750075618,-1,0.040000000000000042,1547997596754.2175,131312685.5419693
700,12.935969750075618,-1,0.060000000000000109,-1522314313285.2476,123301072.46072388
700,12.935969750075618,-1,0.080000000000000182,-4059526924651.5518,112756782.87043381
700,12.935969750075618,-1,0.1000000000000002,-4913224053531.835,99630600.514663696
700,12.935969750075618,-1,0.1200000000000002,-4054278174520.5151,84740058.334171295
700,12.935969750075618,-1,0.14000000000000026,-1515964127568.3892,68324041.788488388
700,12.935969750075618,-1,0.16000000000000031,1554001946844.9189,51129335.478218079
700,12.935969750075618,-1,0.1800000000000003,3980441838970.3833,33652224.490337372
700,12.935969750075618,-1,0.20000000000000029,5013512136802.6699,16459777.872016907
700,12.935969750075618,-1,0.22000000000000036,3948758597209.689,201090.46409606934
700,12.935969750075618,-1,0.24000000000000041,1558948984635.8311,-14890536.082715988
700,12.935969750075618,-1,0.26000000000000045,-1508585793930.9243,-27985102.657569885
700,12.935969750075618,-1,0.28000000000000053,-4052158544947.9512,-39207077.3618927
700,12.935969750075618,-1,0.30000000000000049,-4905800740299.2021,-47838954.334311485
700,12.935969750075618,-1,0.32000000000000051,-4061250089163.6685,-54216561.617471695
700,12.935969750075618,-1,0.34000000000000041,-1519127954107.1455,-57856504.247638702
700,12.935969750075618,-1,0.36000000000000038,1547933785135.7661,-59256056.165372461
700,12.935969750075618,-1,0.38000000000000039,3969587736753.7134,-58237689.456790924
700,12.935969750075618,-1,0.40000000000000041,5014051528990.7803,-55366682.394256592
700,12.935969750075618,-1,0.42000000000000037,3973899223557.3989,-50763966.286306143
700,12.935969750075618,-1,0.44000000000000028,1556152422950.7163,-44974395.252043962
700,12.935969750075618,-1,0.46000000000000024,-1516554669277.9045,-38401461.313480377
700,12.935969750075618,-1,0.4800000000000002,-4053387280176.7954,-31450334.513654709
700,12.935969750075618,-1,0.50000000000000022,-4917366807140.8857,-24730230.295700073
700,12.935969750075618,-1,0.52000000000000013,-4057026799922.7363,-18434747.189102173
700,12.935969750075618,-1,0.54000000000000004,-1521766203021.2974,-13259734.625179291
700,12.935969750075618,-1,0.56000000000000005,1550245573819.6204,-9144461.3760070801
700,12.935969750075618,-1,0.58000000000000007,3980790978281.5869,-6764843.0351791382
700,12.935969750075618,-1,0.59999999999999998,5009380812644.707,-5750818.8600921631
800,14.783965428657851,-1,0,2018387056226.6875,74749422.865783691
800,14.783965428657851,-1,0.020000000000000021,1603843969044.55,73753293.454624176
800,14.783965428657851,-1,0.040000000000000042,623631607427.51599,70932623.943561554
800,14.783965428657851,-1,0.060000000000000109,-613473307786.16223,66302939.302200317
800,14.783965428657851,-1,0.080000000000000182,-1635261802762.3477,60096418.025125504
800,14.783965428657851,-1,0.1000000000000002,-1979888853005.1582,52467784.122192383
800,14.783965428657851,-1,0.1200000000000002,-1633220881000.4771,43759334.659807205
800,14.783965428657851,-1,0.14000000000000026,-610915538929.0011,34214615.979814053
800,14.783965428657851,-1,0.16000000000000031,625949135488.86328,24227742.660909653
800,14.783965428657851,-1,0.1800000000000003,1603978347343.4329,14089740.269483566
800,14.783965428657851,-1,0.20000000000000029,2019854547845.7717,4203906.6945161819
800,14.783965428657851,-1,0.22000000000000036,1591633363374.2957,-5199726.529586792
800,14.783965428657851,-1,0.24000000000000041,627973747225.66052,-13746193.750873566
800,14.783965428657851,-1,0.26000000000000045,-608007110454.84985,-21229054.155776978
800,14.783965428657851,-1,0.28000000000000053,-1632459388125.9375,-27414604.180244446
800,14.783965428657851,-1,0.30000000000000049,-1976933878292.5022,-32200810.72779417
